Rating,maincateg,platform,price1,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
3.7,1,1,499,999,308.0,0.0,150.0,60.0,2.0,0,0,0
3.8,1,1,366,998,80.0,7.0,35.0,18.0,11.0,6,10,1
4.1,1,1,360,599,22388.0,2911.0,11326.0,6122.0,2742.0,917,1285,1
3.9,0,1,370,999,188.0,17.0,100.0,34.0,19.0,12,23,0
3.9,0,1,2098,3299,7.0,1.0,5.0,0.0,0.0,0,2,1
4.2,1,1,299,699,15.0,5.0,8.0,4.0,2.0,0,1,1
4.0,1,1,549,999,158.0,27.0,84.0,33.0,15.0,7,19,0
4.0,0,1,455,999,87.0,15.0,44.0,20.0,8.0,5,10,0
4.1,1,1,499,999,978.0,181.0,535.0,230.0,97.0,37,78,1
4.0,0,1,473,2499,122.0,14.0,64.0,25.0,13.0,9,11,1
3.3,1,1,299,799,40.0,9.0,12.0,11.0,4.0,5,8,1
4.2,0,1,1047,2899,2590.0,309.0,1291.0,796.0,269.0,93,141,1
3.8,0,1,299,999,275.0,51.0,127.0,55.0,38.0,25,30,0
4.2,0,1,1979,3599,98.0,10.0,61.0,17.0,7.0,4,9,1
4.1,0,1,333,849,6225.0,740.0,3498.0,1225.0,656.0,301,545,0
4.6,1,1,1048,1990,36.0,7.0,26.0,6.0,2.0,2,0,1
4.1,1,1,389,999,415.0,55.0,218.0,98.0,58.0,18,23,1
3.8,1,1,179,599,52.0,4.0,32.0,2.0,7.0,5,8,0
3.4,0,1,244,799,280.0,36.0,121.0,34.0,37.0,21,67,0
4.0,0,1,538,1499,297.0,51.0,147.0,65.0,41.0,19,25,1
3.6,1,1,237,599,17.0,3.0,7.0,2.0,4.0,2,2,0
3.8,0,1,555,999,87.0,7.0,42.0,13.0,15.0,3,14,0
4.2,0,1,1346,1495,654.0,85.0,367.0,171.0,53.0,23,40,0
4.3,1,1,441,893,375.0,56.0,315.0,109.0,34.0,23,12,1
3.8,0,1,360,699,248.0,35.0,117.0,46.0,32.0,16,37,0
4.1,0,1,699,875,38299.0,5334.0,20908.0,9206.0,3907.0,1468,2810,1
3.8,0,1,404,999,1947.0,266.0,929.0,367.0,271.0,135,245,1
4.4,1,1,988,3295,376.0,51.0,240.0,92.0,19.0,4,21,1
4.0,1,1,299,319,2580.0,396.0,1329.0,559.0,355.0,120,209,1
3.8,0,1,105,499,160.0,15.0,86.0,16.0,16.0,16,26,0
3.7,1,1,564,699,125.0,20.0,49.0,28.0,22.0,9,17,0
4.4,1,1,599,1199,308.0,17.0,150.0,60.0,34.0,3,2,1
3.5,0,1,199,1299,229.0,35.0,88.0,36.0,41.0,23,41,0
4.0,0,1,1047,1699,949.0,70.0,501.0,201.0,96.0,38,113,1
3.9,1,1,499,1299,54.0,3.0,26.0,13.0,4.0,4,7,0
4.2,1,1,1880,3299,615.0,77.0,326.0,167.0,56.0,24,42,1
4.3,1,1,599,1199,308.0,44.0,150.0,60.0,34.0,3,5,1
3.8,1,1,475,849,693.0,97.0,352.0,108.0,77.0,42,114,0
4.1,0,1,3191,4499,92.0,10.0,48.0,26.0,5.0,4,9,1
3.8,0,1,275,999,424.0,55.0,206.0,64.0,68.0,34,52,0
4.5,1,1,219,499,11.0,2.0,8.0,1.0,1.0,1,0,0
4.3,0,1,499,1899,3.0,0.0,1.0,2.0,0.0,0,0,0
3.9,1,1,1701,5499,66.0,3.0,32.0,16.0,6.0,2,10,1
4.1,0,1,199,499,2858.0,325.0,1551.0,543.0,370.0,153,241,0
4.0,1,1,499,999,10.0,2.0,4.0,3.0,2.0,1,0,0
4.2,0,1,2977,3299,436.0,43.0,225.0,129.0,38.0,17,27,0
4.1,0,1,379,998,10966.0,1234.0,6529.0,1564.0,1196.0,573,1104,1
4.2,0,1,379,999,13.0,2.0,8.0,3.0,0.0,0,2,1
4.1,0,1,474,599,634.0,129.0,325.0,160.0,73.0,28,48,1
5.0,1,1,4499,8999,1.0,1.0,1.0,0.0,0.0,0,0,0
3.4,0,1,299,499,344.0,37.0,155.0,35.0,42.0,22,90,1
4.2,0,1,588,699,44280.0,6231.0,23805.0,11464.0,4694.0,1610,2707,1
4.0,1,1,199,599,1355.0,160.0,707.0,279.0,164.0,80,124,0
3.0,0,1,270,699,6.0,1.0,2.0,0.0,1.0,2,1,0
4.3,0,1,2279,3799,68.0,9.0,44.0,11.0,5.0,3,5,1
3.4,0,1,799,999,11.0,1.0,2.0,3.0,4.0,1,1,0
4.2,1,1,599,699,184.0,33.0,101.0,44.0,21.0,10,8,0
4.2,1,1,349,899,162.0,26.0,87.0,38.0,18.0,7,9,1
4.2,1,1,233,799,7576.0,1248.0,4314.0,1799.0,794.0,268,401,0
4.3,1,1,815,991,9003.0,1322.0,2175.0,3514.0,840.0,24,202,1
3.8,1,1,449,999,959.0,133.0,426.0,216.0,148.0,64,109,1
4.1,1,1,549,1200,13.0,3.0,7.0,2.0,2.0,2,0,0
3.8,0,1,525,1497,362.0,52.0,179.0,44.0,63.0,22,54,1
3.9,1,1,298,999,308.0,44.0,150.0,60.0,34.0,251,338,1
4.0,1,1,599,1699,1022.0,162.0,500.0,246.0,140.0,40,96,1
4.4,0,1,538,1499,64.0,15.0,37.0,19.0,5.0,3,0,1
4.3,1,1,499,999,35.0,5.0,19.0,10.0,5.0,1,0,0
4.0,0,1,242,999,654.0,70.0,375.0,86.0,67.0,47,79,0
4.1,0,1,759,3999,16761.0,2129.0,9342.0,3194.0,2027.0,836,1362,1
3.9,1,1,216,827,44.0,3.0,22.0,5.0,6.0,4,5,0
4.5,1,1,1399,3999,2.0,1.0,1.0,1.0,0.0,0,0,0
3.6,0,1,389,999,887.0,64.0,468.0,86.0,68.0,77,188,0
0.0,0,1,199,250,9.0,0.0,5.0,2.0,1.0,1,0,1
3.3,1,1,283,595,4.0,0.0,1.0,1.0,1.0,0,1,0
4.3,1,1,498,1299,52.0,11.0,33.0,9.0,6.0,0,4,0
4.4,0,1,1800,3599,16.0,3.0,9.0,5.0,1.0,1,0,1
3.6,1,1,599,1199,66.0,13.0,26.0,13.0,12.0,7,8,0
3.1,0,1,429,1499,7.0,2.0,2.0,1.0,1.0,2,1,0
4.2,1,1,649,699,496.0,85.0,262.0,145.0,42.0,13,34,1
3.9,1,1,319,499,59.0,10.0,28.0,10.0,11.0,5,5,1
4.1,1,0,526,608,132.0,61.0,8.0,4.0,10.0,15,24,1
3.9,0,1,510,1179,15117.0,2083.0,7989.0,1719.0,2719.0,1250,228,1
4.1,0,1,259,284,1626.0,177.0,873.0,345.0,186.0,73,149,1
4.2,1,1,268,999,23.0,3.0,14.0,2.0,5.0,2,0,1
4.5,1,1,2385,5299,104.0,14.0,70.0,24.0,4.0,0,6,1
4.2,0,1,1596,1995,29.0,2.0,15.0,7.0,5.0,1,1,1
3.5,0,1,315,1200,817.0,118.0,319.0,139.0,138.0,77,144,1
4.0,1,1,1599,2699,300.0,38.0,146.0,73.0,35.0,15,31,0
4.1,0,1,799,999,11.0,1.0,6.0,3.0,0.0,1,1,0
3.7,0,1,529,1499,3166.0,443.0,1362.0,660.0,473.0,214,457,0
4.0,0,1,2399,5999,200.0,15.0,108.0,41.0,17.0,13,21,1
4.1,1,1,496,625,368.0,68.0,201.0,79.0,51.0,11,26,1
4.1,0,1,450,999,15636.0,1738.0,9462.0,2261.0,1518.0,797,1598,1
3.6,0,1,594,990,63.0,7.0,28.0,10.0,9.0,6,10,0
3.8,1,1,390,599,8050.0,1191.0,3526.0,1845.0,1161.0,539,979,1
3.9,0,1,148,499,107.0,12.0,61.0,10.0,15.0,7,14,0
3.9,0,1,547,999,3454.0,455.0,1712.0,692.0,496.0,205,349,1
4.4,1,1,2436,4499,12.0,2.0,10.0,2.0,3.0,1,0,1
4.7,1,1,544,1199,6.0,4.0,4.0,2.0,0.0,0,0,1
3.9,1,1,284,499,192.0,27.0,88.0,51.0,24.0,12,17,1
4.2,0,1,840,999,465.0,56.0,250.0,137.0,35.0,16,27,1
4.0,1,1,199,499,1809.0,221.0,931.0,366.0,233.0,105,174,0
4.1,1,1,299,599,41.0,9.0,19.0,13.0,5.0,3,1,1
4.0,1,1,699,999,142.0,21.0,72.0,32.0,16.0,8,12,1
3.6,0,1,549,1599,2043.0,260.0,831.0,428.0,316.0,173,295,0
4.3,1,1,414,999,11.0,3.0,6.0,4.0,0.0,0,1,0
4.2,1,1,654,1299,46.0,8.0,26.0,8.0,8.0,1,2,1
4.1,1,1,398,999,424.0,52.0,231.0,85.0,50.0,22,36,0
4.1,0,1,539,799,67.0,13.0,34.0,17.0,11.0,2,3,0
4.1,0,1,527,999,551.0,68.0,277.0,141.0,70.0,33,30,1
4.1,1,1,569,999,224.0,25.0,115.0,58.0,25.0,9,17,1
4.2,1,1,1763,4299,107.0,12.0,64.0,21.0,8.0,7,7,1
4.3,1,1,381,999,64.0,9.0,33.0,18.0,10.0,2,1,1
3.8,1,1,699,999,107.0,15.0,43.0,28.0,16.0,7,13,0
3.6,1,1,199,499,95.0,11.0,44.0,13.0,10.0,8,20,0
4.1,1,1,1011,2290,251.0,50.0,122.0,67.0,31.0,10,19,1
3.4,1,0,546,546,309.0,135.0,22.0,8.0,12.0,23,36,1
3.8,0,1,379,999,778.0,119.0,386.0,133.0,90.0,59,110,1
3.8,0,1,278,499,1102.0,122.0,602.0,115.0,137.0,88,160,1
3.9,0,1,949,2849,1186.0,152.0,597.0,241.0,144.0,70,134,1
4.0,1,1,366,1072,3050.0,436.0,139.0,287.0,431.0,293,496,1
4.0,1,1,499,1298,24.0,3.0,13.0,4.0,3.0,2,2,1
3.8,0,1,456,499,761.0,114.0,355.0,146.0,94.0,52,114,1
4.2,0,1,5517,7995,154.0,21.0,103.0,20.0,7.0,2,22,1
4.1,0,1,450,999,15636.0,1738.0,9462.0,2262.0,1517.0,797,1598,1
4.2,0,1,1399,1499,4482.0,672.0,2622.0,1025.0,407.0,157,271,1
4.1,1,1,399,599,93.0,12.0,46.0,16.0,10.0,3,6,0
4.2,0,1,499,999,162.0,24.0,99.0,28.0,16.0,6,13,0
4.7,0,1,2149,4299,17.0,0.0,14.0,2.0,0.0,1,0,1
3.9,1,1,149,249,10146.0,1474.0,4913.0,1956.0,1454.0,651,1172,0
3.7,1,1,379,999,508.0,80.0,218.0,88.0,90.0,40,72,0
3.9,1,1,599,1299,45.0,6.0,20.0,13.0,9.0,1,4,0
4.4,1,1,1760,3999,49.0,6.0,28.0,17.0,2.0,1,1,1
4.4,1,1,3299,5999,8.0,3.0,5.0,2.0,0.0,1,0,1
4.1,1,1,398,999,729.0,104.0,425.0,136.0,74.0,30,64,0
4.4,1,1,1259,4199,74.0,4.0,49.0,15.0,5.0,1,4,1
3.9,0,0,471,471,30.0,22.0,0.0,14.0,14.0,28,43,0
3.6,1,1,999,1994,16.0,1.0,7.0,3.0,2.0,1,3,0
4.1,0,1,379,999,11574.0,1532.0,6130.0,2529.0,1467.0,555,893,1
4.2,1,1,299,699,15.0,5.0,8.0,4.0,2.0,0,1,1
3.9,1,1,311,499,59.0,10.0,28.0,10.0,11.0,5,5,1
4.2,1,1,599,999,9052.0,1616.0,4965.0,2056.0,1080.0,365,595,1
3.9,1,1,268,699,308.0,44.0,987.0,60.0,302.0,150,202,0
4.0,0,1,474,599,40971.0,6923.0,19798.0,10153.0,5801.0,2130,3089,1
3.9,1,1,325,899,12.0,1.0,8.0,1.0,0.0,0,3,0
4.5,1,1,2745,4999,17.0,4.0,13.0,2.0,1.0,0,1,1
3.7,1,1,379,999,75.0,10.0,32.0,16.0,7.0,12,8,0
4.2,1,1,379,999,1209.0,183.0,651.0,320.0,127.0,56,55,1
4.2,1,1,790,949,308.0,44.0,1738.0,60.0,324.0,107,179,1
4.2,1,1,341,899,589.0,81.0,322.0,141.0,71.0,25,30,1
4.1,1,1,399,799,922.0,111.0,479.0,217.0,118.0,49,59,1
4.2,0,1,398,999,203.0,29.0,124.0,31.0,23.0,12,13,0
3.2,0,1,399,499,22.0,5.0,8.0,4.0,1.0,3,6,0
4.8,1,1,1595,1895,17.0,7.0,13.0,4.0,0.0,0,0,0
3.8,0,1,299,498,345.0,41.0,175.0,52.0,44.0,27,47,0
4.0,1,1,299,999,470.0,56.0,254.0,93.0,52.0,30,41,0
3.7,0,1,699,899,3.0,0.0,2.0,0.0,0.0,0,1,0
4.3,0,1,499,999,110.0,19.0,75.0,11.0,10.0,5,9,0
3.9,1,1,353,999,103.0,14.0,53.0,16.0,16.0,7,11,0
4.3,0,1,399,999,11.0,0.0,6.0,3.0,1.0,1,0,0
4.3,0,1,2369,3274,208.0,20.0,120.0,33.0,13.0,11,18,1
4.3,0,1,1530,1699,22.0,5.0,0.0,0.0,0.0,0,0,0
3.3,1,1,314,449,139.0,18.0,55.0,15.0,20.0,14,36,0
4.2,1,1,391,1170,131.0,14.0,68.0,38.0,20.0,3,9,0
4.1,1,1,499,999,1723.0,283.0,843.0,489.0,207.0,68,116,1
4.0,0,1,499,999,11.0,1.0,6.0,2.0,1.0,1,1,0
4.4,0,1,4859,8999,308.0,44.0,150.0,60.0,1.0,0,1,1
4.0,1,1,382,799,2795.0,380.0,1362.0,670.0,390.0,154,219,0
4.4,1,1,2278,3999,14.0,2.0,9.0,3.0,1.0,1,0,1
4.6,1,1,1499,2500,12.0,3.0,9.0,2.0,0.0,1,0,0
3.9,1,1,332,649,10.0,3.0,4.0,3.0,2.0,0,1,0
4.2,1,1,2997,4995,27.0,2.0,14.0,7.0,4.0,1,1,1
4.1,1,1,243,269,749.0,126.0,374.0,205.0,90.0,42,38,1
4.1,1,1,311,499,400.0,38.0,204.0,99.0,50.0,17,30,1
4.4,1,1,1589,5299,213.0,34.0,129.0,55.0,17.0,4,8,1
3.9,1,1,259,499,393.0,34.0,183.0,85.0,62.0,26,37,1
3.2,1,1,525,998,16.0,1.0,6.0,2.0,2.0,1,5,0
4.2,1,1,379,999,693.0,107.0,427.0,116.0,72.0,20,58,1
4.3,1,1,836,899,8998.0,1321.0,5186.0,2560.0,681.0,200,376,1
4.1,0,1,711,2699,100.0,25.0,53.0,23.0,13.0,3,8,0
3.5,1,1,222,945,52.0,12.0,15.0,8.0,6.0,6,9,0
3.8,0,1,450,799,39.0,4.0,21.0,5.0,3.0,4,6,0
4.0,1,1,379,699,140.0,13.0,70.0,36.0,11.0,13,10,0
4.0,0,1,1890,4199,1117.0,212.0,578.0,269.0,113.0,49,108,1
4.0,0,1,299,499,790.0,81.0,459.0,123.0,67.0,44,97,0
4.1,1,1,799,999,48.0,12.0,27.0,7.0,8.0,2,4,1
3.9,1,1,599,999,14.0,3.0,6.0,4.0,2.0,1,1,1
4.8,1,1,2999,6800,4.0,2.0,3.0,1.0,0.0,0,0,0
4.0,1,1,699,1500,5.0,1.0,3.0,1.0,0.0,0,1,1
4.5,1,1,499,999,53.0,8.0,36.0,10.0,5.0,0,2,0
4.2,0,1,545,999,86.0,10.0,54.0,14.0,7.0,0,11,1
3.6,0,1,625,999,1201.0,138.0,533.0,209.0,159.0,104,196,1
4.4,0,1,1035,1349,45.0,7.0,28.0,11.0,4.0,0,2,1
4.0,1,1,699,999,116.0,16.0,49.0,37.0,17.0,5,8,0
4.7,1,1,4645,6500,3.0,0.0,2.0,1.0,0.0,0,0,0
3.9,0,1,499,999,96.0,21.0,45.0,21.0,16.0,5,9,1
3.9,1,1,299,599,221.0,37.0,109.0,45.0,27.0,18,22,0
4.2,1,1,527,1072,721.0,129.0,628.0,51.0,125.0,28,42,1
4.0,1,1,299,999,81.0,10.0,43.0,22.0,8.0,3,8,1
4.3,0,1,1483,2799,63.0,4.0,30.0,27.0,2.0,2,2,1
3.9,0,1,474,999,3757.0,540.0,1791.0,790.0,497.0,215,464,1
4.0,1,1,447,999,265.0,30.0,148.0,48.0,33.0,6,30,1
4.0,1,1,699,1699,83.0,12.0,46.0,12.0,9.0,7,9,1
4.1,0,1,352,528,308.0,44.0,410.0,60.0,123.0,29,18,1
4.2,0,1,882,1049,19512.0,3085.0,10361.0,5710.0,1868.0,557,1016,1
3.6,0,1,237,499,240.0,24.0,125.0,22.0,22.0,24,47,1
3.8,0,1,407,999,14426.0,1707.0,6828.0,2824.0,1896.0,956,1922,1
3.8,1,1,399,998,2048.0,285.0,962.0,438.0,272.0,127,249,1
3.8,1,1,1048,1995,206.0,32.0,106.0,40.0,15.0,6,39,1
4.0,1,1,319,599,147.0,25.0,79.0,27.0,16.0,5,20,1
2.9,1,1,397,799,19.0,3.0,6.0,1.0,3.0,3,6,0
4.6,0,1,999,1999,32.0,6.0,22.0,8.0,2.0,0,0,0
4.0,0,1,532,1499,7824.0,1021.0,3887.0,1906.0,1049.0,392,590,1
4.1,0,1,499,999,30687.0,3748.0,17616.0,5205.0,3257.0,1716,2893,1
3.8,0,1,249,999,947.0,104.0,469.0,155.0,126.0,64,133,1
3.8,0,1,454,1497,4057.0,524.0,1815.0,798.0,639.0,324,481,1
4.4,1,1,475,999,35.0,5.0,24.0,6.0,2.0,2,1,0
4.1,1,1,1099,2369,658.0,102.0,253.0,301.0,101.0,44,43,1
3.8,1,1,199,499,787.0,99.0,385.0,148.0,98.0,55,101,0
2.9,0,1,365,999,12.0,0.0,4.0,0.0,1.0,5,2,0
4.3,1,1,508,472,126.0,19.0,110.0,17.0,7.0,8,6,1
3.6,1,1,162,499,7.0,1.0,3.0,2.0,0.0,0,2,0
4.3,0,1,2246,2995,277.0,33.0,184.0,46.0,16.0,11,20,1
3.8,0,1,569,999,342.0,47.0,165.0,58.0,51.0,20,48,1
4.4,1,1,475,999,611.0,90.0,393.0,119.0,54.0,14,31,1
4.5,0,1,379,799,24.0,5.0,17.0,5.0,1.0,0,1,1
4.0,1,1,398,999,2795.0,380.0,1362.0,670.0,390.0,154,219,0
3.8,0,1,349,999,4213.0,475.0,2149.0,607.0,495.0,307,655,1
3.9,1,1,223,499,989.0,138.0,483.0,187.0,139.0,63,117,1
4.1,1,0,339,397,205.0,77.0,9.0,4.0,8.0,23,56,0
4.2,1,1,499,999,71.0,6.0,46.0,12.0,3.0,4,9,0
4.1,1,1,199,499,437.0,49.0,256.0,77.0,38.0,21,46,0
3.6,0,1,570,1498,2190.0,230.0,1046.0,267.0,310.0,194,373,1
3.7,1,1,215,699,54.0,11.0,26.0,10.0,3.0,4,10,1
3.9,0,1,664,1749,308.0,44.0,1238.0,60.0,34.0,157,235,1
4.3,0,1,974,1499,209.0,19.0,125.0,46.0,21.0,2,15,1
4.1,0,1,426,999,57354.0,8250.0,32704.0,10683.0,6362.0,2803,4802,1
4.3,1,1,1374,2290,4.0,0.0,2.0,1.0,1.0,0,0,1
4.0,0,1,1349,2699,1963.0,242.0,993.0,478.0,241.0,76,175,1
4.2,1,1,448,999,136.0,22.0,75.0,34.0,13.0,5,9,1
4.0,0,1,399,499,11.0,2.0,8.0,0.0,0.0,1,2,0
4.5,1,1,1049,3899,830.0,140.0,533.0,201.0,60.0,17,19,0
4.0,0,1,738,1899,26879.0,3647.0,12809.0,7490.0,3271.0,1178,2131,1
4.0,1,1,444,499,197.0,32.0,103.0,41.0,22.0,9,22,0
3.3,0,1,550,1999,92.0,4.0,36.0,13.0,12.0,9,22,0
4.1,0,1,1489,4995,2852.0,393.0,1442.0,814.0,288.0,114,194,1
3.9,0,1,949,2999,383.0,54.0,187.0,81.0,46.0,21,48,1
3.9,0,1,289,499,64.0,7.0,40.0,7.0,1.0,4,12,0
3.0,1,1,679,699,5.0,1.0,2.0,0.0,1.0,0,2,0
4.3,1,1,632,799,42.0,3.0,22.0,14.0,5.0,1,1,1
4.0,1,1,472,533,464.0,77.0,236.0,98.0,57.0,23,50,0
4.1,0,1,2089,3799,13.0,3.0,5.0,6.0,1.0,0,1,1
3.5,1,1,699,999,20.0,1.0,6.0,6.0,4.0,1,3,1
3.9,1,1,664,999,37.0,6.0,17.0,9.0,4.0,3,4,1
4.1,0,1,349,999,88.0,8.0,47.0,19.0,8.0,8,6,0
3.9,1,1,199,499,2857.0,466.0,1438.0,522.0,385.0,180,332,0
4.0,0,1,3147,4495,39.0,4.0,22.0,8.0,2.0,1,6,1
4.2,0,1,581,999,675.0,105.0,363.0,179.0,66.0,23,44,1
4.4,1,1,1049,3699,143.0,25.0,87.0,38.0,11.0,2,5,1
4.2,0,1,1365,2009,2239.0,295.0,177.0,351.0,261.0,68,78,1
3.6,0,1,399,1999,16.0,4.0,7.0,2.0,3.0,2,2,1
4.0,1,1,595,1199,222.0,25.0,108.0,57.0,33.0,11,21,1
4.1,0,1,699,999,10572.0,1780.0,5172.0,2941.0,1286.0,454,719,1
3.9,0,1,474,999,1293.0,165.0,663.0,223.0,146.0,89,172,1
4.6,0,1,1799,2999,63.0,9.0,50.0,8.0,1.0,0,4,1
3.3,1,1,169,499,4.0,1.0,1.0,1.0,0.0,2,0,0
4.2,0,1,2399,3999,519.0,40.0,287.0,123.0,50.0,25,34,1
4.0,0,1,569,949,5231.0,775.0,2717.0,1162.0,605.0,277,470,1
3.7,0,1,739,999,3843.0,456.0,1784.0,666.0,554.0,266,573,1
3.7,0,1,250,300,169.0,20.0,81.0,23.0,30.0,7,28,1
4.1,1,1,309,499,319.0,53.0,162.0,75.0,44.0,19,19,1
4.0,0,1,1499,2999,1565.0,188.0,796.0,361.0,154.0,79,175,1
4.2,1,1,599,999,154.0,28.0,85.0,38.0,16.0,5,10,1
3.0,1,1,711,999,8.0,1.0,2.0,2.0,1.0,0,3,0
3.7,1,1,299,598,308.0,1.0,150.0,0.0,34.0,3,0,0
3.5,0,1,350,999,88.0,12.0,36.0,14.0,15.0,5,18,0
3.9,1,1,288,499,131.0,18.0,71.0,16.0,20.0,9,15,0
3.8,1,1,421,897,50.0,6.0,21.0,12.0,8.0,4,5,0
3.8,0,1,499,549,137.0,22.0,71.0,19.0,15.0,9,23,0
3.7,0,1,630,1551,943.0,113.0,552.0,140.0,190.0,127,182,1
4.0,1,1,2025,4499,108.0,11.0,54.0,27.0,10.0,8,9,1
3.9,1,1,499,999,51.0,6.0,24.0,12.0,9.0,0,7,1
3.8,0,1,455,836,16212.0,1945.0,4168.0,2349.0,3381.0,1633,2627,0
4.1,0,1,1349,2699,1974.0,306.0,1019.0,475.0,224.0,79,177,1
4.0,1,1,272,799,561.0,71.0,277.0,135.0,75.0,26,48,0
3.9,1,0,299,499,628.0,409.0,14.0,5.0,11.0,22,48,0
4.1,1,1,197,219,1045.0,180.0,538.0,250.0,143.0,41,73,1
3.9,1,1,2634,6795,45.0,6.0,23.0,10.0,2.0,3,7,1
4.0,1,1,699,999,116.0,16.0,49.0,37.0,17.0,5,8,0
3.2,1,1,449,999,45.0,5.0,15.0,6.0,8.0,3,12,0
4.2,1,1,743,885,496.0,85.0,297.0,137.0,44.0,17,23,1
4.0,1,1,395,1299,308.0,44.0,150.0,60.0,7.0,2,4,0
3.8,1,1,379,999,37.0,7.0,17.0,10.0,8.0,3,3,1
3.8,0,1,299,1299,17202.0,2435.0,7829.0,3137.0,2657.0,1354,2225,1
3.9,1,1,319,999,308.0,44.0,150.0,107.0,67.0,38,55,0
3.9,0,1,1047,2299,1850.0,215.0,891.0,438.0,220.0,95,206,1
4.7,1,1,599,999,3.0,0.0,2.0,1.0,0.0,0,0,1
4.4,1,1,699,999,28.0,7.0,18.0,7.0,1.0,1,1,0
4.0,1,1,219,599,137.0,18.0,74.0,25.0,18.0,6,14,0
4.4,1,1,2500,4999,239.0,20.0,152.0,51.0,20.0,5,11,1
3.9,1,1,499,999,308.0,44.0,150.0,60.0,212.0,120,211,0
4.0,1,1,599,999,112.0,16.0,55.0,26.0,13.0,7,10,1
4.1,1,1,496,625,368.0,68.0,204.0,79.0,52.0,10,27,1
4.6,1,1,948,1020,19.0,5.0,14.0,2.0,3.0,0,0,1
4.1,1,1,479,999,133.0,10.0,71.0,32.0,14.0,5,11,1
4.4,1,1,1049,1299,2664.0,450.0,1687.0,662.0,176.0,53,86,1
4.4,1,1,525,999,5.0,0.0,3.0,1.0,1.0,0,0,0
3.9,0,1,472,1249,1406.0,155.0,653.0,320.0,189.0,99,145,1
4.0,1,1,472,999,265.0,30.0,148.0,48.0,33.0,6,30,1
3.6,0,1,398,999,461.0,64.0,198.0,69.0,80.0,46,68,1
4.1,1,1,218,279,739.0,68.0,434.0,134.0,73.0,33,67,1
4.1,1,1,446,999,102.0,13.0,56.0,20.0,15.0,1,10,0
3.7,1,1,424,520,655.0,71.0,281.0,142.0,100.0,45,87,0
4.1,1,1,498,499,24.0,0.0,12.0,7.0,2.0,1,2,0
4.0,1,1,269,499,405.0,87.0,204.0,86.0,60.0,22,33,0
4.2,1,1,293,999,294.0,31.0,171.0,59.0,37.0,14,18,1
4.0,0,1,302,1799,308.0,11.0,29.0,60.0,9.0,6,3,0
3.9,1,1,719,999,925.0,167.0,455.0,186.0,127.0,54,104,0
4.2,0,1,999,1299,888.0,76.0,505.0,210.0,77.0,35,61,0
3.7,1,1,199,499,646.0,88.0,293.0,123.0,90.0,52,88,0
4.3,1,1,1344,1849,308.0,44.0,150.0,17.0,4.0,2,5,1
4.3,1,1,499,999,8.0,3.0,4.0,3.0,0.0,1,0,1
4.1,0,1,849,1999,11.0,44.0,150.0,0.0,3.0,0,1,0
3.7,0,1,399,499,292.0,49.0,122.0,60.0,44.0,24,42,0
4.0,0,1,521,1499,33.0,3.0,19.0,5.0,3.0,2,4,0
3.5,0,1,99,499,37.0,3.0,8.0,13.0,8.0,5,3,0
4.1,0,1,699,999,122519.0,17774.0,0.0,0.0,0.0,0,0,1
4.0,1,1,360,899,3309.0,458.0,1751.0,690.0,419.0,171,278,1
3.8,0,1,754,1499,114.0,15.0,62.0,11.0,15.0,6,20,1
3.8,0,1,476,1399,80.0,9.0,35.0,19.0,12.0,6,8,0
3.9,1,1,342,899,2175.0,308.0,1046.0,527.0,273.0,104,225,0
3.8,0,1,299,899,2227.0,279.0,1122.0,357.0,281.0,134,333,1
4.2,1,1,995,1895,15.0,1.0,9.0,4.0,0.0,0,2,0
3.9,1,1,298,799,64.0,6.0,31.0,14.0,8.0,2,9,0
3.9,1,1,399,899,9826.0,1427.0,4694.0,2209.0,1396.0,569,962,1
3.8,1,1,499,999,38.0,2.0,14.0,12.0,3.0,7,2,0
4.2,1,1,379,899,39.0,4.0,25.0,5.0,6.0,1,3,1
4.1,1,1,399,1399,1954.0,306.0,1032.0,447.0,237.0,87,151,1
4.3,1,1,4039,6099,30.0,4.0,18.0,6.0,3.0,2,1,0
3.9,1,1,499,1199,39.0,6.0,19.0,10.0,2.0,3,5,0
4.0,1,1,499,599,19059.0,2519.0,8969.0,5389.0,2528.0,762,1411,1
4.2,1,1,404,599,1953.0,386.0,1058.0,467.0,226.0,85,117,1
4.0,0,1,849,999,2773.0,408.0,1421.0,626.0,333.0,137,256,1
4.0,1,1,262,549,9565.0,1324.0,4713.0,2059.0,1349.0,599,845,1
4.3,1,1,853,799,19.0,2.0,8.0,6.0,2.0,1,1,0
4.2,0,1,649,699,1435.0,237.0,783.0,388.0,139.0,52,73,0
4.2,0,1,998,999,1752.0,246.0,901.0,515.0,183.0,51,102,0
3.7,1,1,455,533,287.0,47.0,126.0,50.0,44.0,26,42,0
3.9,1,1,1000,2195,59.0,7.0,33.0,10.0,4.0,0,12,1
3.9,1,1,199,599,500.0,46.0,272.0,67.0,60.0,35,66,0
4.0,0,1,579,1996,859.0,107.0,468.0,141.0,103.0,54,93,1
4.2,1,1,599,1299,147.0,19.0,86.0,36.0,10.0,5,10,0
4.4,1,1,1049,1299,2664.0,450.0,1688.0,662.0,177.0,53,86,1
4.1,1,1,496,1098,78.0,16.0,37.0,26.0,6.0,5,4,0
4.3,1,1,365,999,561.0,87.0,356.0,103.0,46.0,22,34,0
